symbol	alias_symbol	prev_symbol	name
ADAM19	MLTNB		ADAM metallopeptidase domain 19
ADAM20			ADAM metallopeptidase domain 20
ADAM20P1		C14orf55	ADAM metallopeptidase domain 20 pseudogene 1
ADAM20P2			ADAM metallopeptidase domain 20 pseudogene 2
ADAM20P3			ADAM metallopeptidase domain 20 pseudogene 3
ADAM21	ADAM31		ADAM metallopeptidase domain 21
ADAM21P1		ADAM21P	ADAM metallopeptidase domain 21 pseudogene 1
ADAM22	MDC2		ADAM metallopeptidase domain 22
ADAM23	MDC3		ADAM metallopeptidase domain 23
ADAM24P			ADAM metallopeptidase domain 24, pseudogene
ADAM28	"eMDCII|MDC-Lm|MDC-Ls|ADAM23"		ADAM metallopeptidase domain 28
ADAM29	"svph1|CT73"		ADAM metallopeptidase domain 29
ADAM30	svph4		ADAM metallopeptidase domain 30
ADAM32			ADAM metallopeptidase domain 32
ADAM33	"DKFZp434K0521|dJ964F7.1"	C20orf153	ADAM metallopeptidase domain 33
ADAMDEC1	M12.219		ADAM like decysin 1
ADAMTS1	"C3-C5|METH1|KIAA1346"		ADAM metallopeptidase with thrombospondin type 1 motif 1
ADAMTS2	"ADAMTS-3|hPCPNI|PCINP|ADAM-TS2|NPI"		ADAM metallopeptidase with thrombospondin type 1 motif 2
ADAMTS3	"KIAA0366|ADAMTS-4"		ADAM metallopeptidase with thrombospondin type 1 motif 3
ADAMTS4	"KIAA0688|ADAMTS-2|ADMP-1"		ADAM metallopeptidase with thrombospondin type 1 motif 4
ADAMTS5	"ADMP-2|ADAMTS11"		ADAM metallopeptidase with thrombospondin type 1 motif 5
ADAMTS6	ADAM-TS6		ADAM metallopeptidase with thrombospondin type 1 motif 6
ADAMTS7	"ADAM-TS7|DKFZp434H204"		ADAM metallopeptidase with thrombospondin type 1 motif 7
ADAMTS7P1		ADAMTS7P2	ADAMTS7 pseudogene 1
ADAMTS7P3			ADAMTS7 pseudogene 3
ADAMTS7P4			ADAMTS7 pseudogene 4
ADAMTS7P5			ADAMTS7 pseudogene 5
ADAMTS8	"METH2|FLJ41712|ADAM-TS8"		ADAM metallopeptidase with thrombospondin type 1 motif 8
ADAMTS9	KIAA1312		ADAM metallopeptidase with thrombospondin type 1 motif 9
ADAMTS9-AS1			ADAMTS9 antisense RNA 1
ADAMTS9-AS2			ADAMTS9 antisense RNA 2
ADAMTS10	ADAM-TS10		ADAM metallopeptidase with thrombospondin type 1 motif 10
ADAMTS12			ADAM metallopeptidase with thrombospondin type 1 motif 12
ADAMTS13	"VWFCP|TTP|vWF-CP|FLJ42993|MGC118899|MGC118900|DKFZp434C2322"	C9orf8	ADAM metallopeptidase with thrombospondin type 1 motif 13
ADAMTS14			ADAM metallopeptidase with thrombospondin type 1 motif 14
ADAMTS15			ADAM metallopeptidase with thrombospondin type 1 motif 15
ADAMTS16	ADAMTS16s		ADAM metallopeptidase with thrombospondin type 1 motif 16
ADAMTS16-DT			ADAMTS16 divergent transcript
ADAMTS17	"FLJ32769|FLJ16363"		ADAM metallopeptidase with thrombospondin type 1 motif 17
ADAMTS18		ADAMTS21	ADAM metallopeptidase with thrombospondin type 1 motif 18
ADAMTS19			ADAM metallopeptidase with thrombospondin type 1 motif 19
ADAMTS19-AS1	RP11-346A9.1		ADAMTS19 antisense RNA 1
ADAMTS20	GON-1		ADAM metallopeptidase with thrombospondin type 1 motif 20
ADAMTSL1	"ADAMTSR1|FLJ35283"	C9orf94	ADAMTS like 1
ADAMTSL2	KIAA0605		ADAMTS like 2
ADAMTSL3	"KIAA1233|punctin-2"		ADAMTS like 3
ADAMTSL4	DKFZP434K1772	TSRC1	ADAMTS like 4
ADAMTSL4-AS1	FLJ45786	C1orf138	ADAMTSL4 antisense RNA 1
ADAMTSL4-AS2			ADAMTSL4 antisense RNA 2
ADAMTSL5		THSD6	ADAMTS like 5
ADAP1	GCS1L	CENTA1	ArfGAP with dual PH domains 1
ADAP2		CENTA2	ArfGAP with dual PH domains 2
ADAR	"ADAR1|DRADA"	"IFI4|G1P1"	adenosine deaminase RNA specific
ADARB1	"ADAR2|DRADA2|ADAR2g|DRABA2|RED1|hRED1|ADAR2a-L1|ADAR2a-L2|ADAR2a-L3|ADAR2a|ADAR2b|ADAR2c|ADAR2d"		adenosine deaminase RNA specific B1
ADARB2	"RED2|hRED2|ADAR3"		adenosine deaminase RNA specific B2 (inactive)
ADARB2-AS1	bA466B20.1	"C10orf109|NCRNA00168"	ADARB2 antisense RNA 1
ADAT1			adenosine deaminase tRNA specific 1
ADAT2	"dJ20N2.1|TAD2"	DEADC1	adenosine deaminase tRNA specific 2
ADAT3	TAD3		adenosine deaminase tRNA specific 3
ADCK1	FLJ39600		aarF domain containing kinase 1
ADCK2	MGC20727		aarF domain containing kinase 2
ADCK5	FLJ35454		aarF domain containing kinase 5
ADCP1			adenosine deaminase complexing protein 1
ADCY1	AC1	DFNB44	adenylate cyclase 1
ADCY2	"HBAC2|KIAA1060|AC2"		adenylate cyclase 2
ADCY3	AC3		adenylate cyclase 3
ADCY4	AC4		adenylate cyclase 4
ADCY5	AC5		adenylate cyclase 5
ADCY6	AC6		adenylate cyclase 6
ADCY6-DT			ADCY6 divergent transcript
ADCY7	"KIAA0037|AC7"		adenylate cyclase 7
ADCY8	"HBAC1|AC8"	ADCY3	adenylate cyclase 8
ADCY9	AC9		adenylate cyclase 9
ADCY10	"SAC|Sacy|SACI|HCA2|RP1-313L4.2"		adenylate cyclase 10
ADCY10P1			ADCY10 pseudogene 1
ADCYAP1	PACAP		adenylate cyclase activating polypeptide 1
ADCYAP1R1	"PAC1|PACAPR|PAC1R"		ADCYAP receptor type I
ADD1			adducin 1
ADD2	ADDB		adducin 2
ADD3		ADDL	adducin 3
ADD3-AS1			ADD3 antisense RNA 1
ADGB	"FLJ23121|dJ408K24.1|CAPN16"	C6orf103	androglobin
ADGB-DT			ADGB divergent transcript
ADGRA1	KIAA1828	GPR123	adhesion G protein-coupled receptor A1
ADGRA1-AS1		GPR123-AS1	ADGRA1 antisense RNA 1
ADGRA2	"TEM5|DKFZp434C211|DKFZp434J0911|KIAA1531|FLJ14390"	GPR124	adhesion G protein-coupled receptor A2
ADGRA3	"FLJ38547|PGR21"	GPR125	adhesion G protein-coupled receptor A3
ADGRA3P1			ADGRA3 pseudogene 1
ADGRB1		BAI1	adhesion G protein-coupled receptor B1
ADGRB2		BAI2	adhesion G protein-coupled receptor B2
ADGRB3	KIAA0550	BAI3	adhesion G protein-coupled receptor B3
ADGRB3-DT	"AL391807.1|RP3-525N10.2"		ADGRB3 divergent transcript
ADGRD1	"DKFZp434B1272|PGR25"	GPR133	adhesion G protein-coupled receptor D1
ADGRD1-AS1	LACAT8		ADGRD1 antisense RNA 1
ADGRD2	PGR24	GPR144	adhesion G protein-coupled receptor D2
ADGRE1		"TM7LN3|EMR1"	adhesion G protein-coupled receptor E1
ADGRE2	CD312	EMR2	adhesion G protein-coupled receptor E2
ADGRE3		EMR3	adhesion G protein-coupled receptor E3
ADGRE4P	PGR16	"GPR127|EMR4|EMR4P"	adhesion G protein-coupled receptor E4, pseudogene
ADGRE5	TM7LN1	CD97	adhesion G protein-coupled receptor E5
ADGRF1	"hGPCR36|PGR19"	GPR110	adhesion G protein-coupled receptor F1
ADGRF2P	"hGPCR35|PGR20"	"GPR111|ADGRF2"	adhesion G protein-coupled receptor F2, pseudogene
ADGRF3	"hGPCR37|PGR23"	GPR113	adhesion G protein-coupled receptor F3
ADGRF4	"FLJ38076|PGR18"	GPR115	adhesion G protein-coupled receptor F4
ADGRF5	"DKFZp564O1923|KIAA0758"	GPR116	adhesion G protein-coupled receptor F5
ADGRF5-AS1			ADGRF5 antisense RNA 1
ADGRF5P1		GPR116P1	adhesion G protein-coupled receptor F5 pseudogene 1
ADGRF5P2		GPR116P2	adhesion G protein-coupled receptor F5 pseudogene 2
ADGRG1	"TM7LN4|TM7XN1"	GPR56	adhesion G protein-coupled receptor G1
ADGRG2	"HE6|TM7LN2|EDDM6"	GPR64	adhesion G protein-coupled receptor G2
ADGRG3	"Pb99|PGR26"	GPR97	adhesion G protein-coupled receptor G3
ADGRG4	"RP1-299I16|PGR17"	GPR112	adhesion G protein-coupled receptor G4
ADGRG5	PGR27	GPR114	adhesion G protein-coupled receptor G5
ADGRG6	FLJ14937	GPR126	adhesion G protein-coupled receptor G6
ADGRG7	FLJ14454	GPR128	adhesion G protein-coupled receptor G7
ADGRL1	"KIAA0821|CIRL1|LEC2"	LPHN1	adhesion G protein-coupled receptor L1
ADGRL1-AS1			ADGRL1 antisense RNA 1
ADGRL2	"KIAA0786|LEC1|CIRL2"	"LPHH1|LPHN2"	adhesion G protein-coupled receptor L2
ADGRL3	"KIAA0768|LEC3"	LPHN3	adhesion G protein-coupled receptor L3
ADGRL3-AS1		LPHN3-AS1	ADGRL3 antisense RNA 1
ADGRL4	ETL	ELTD1	adhesion G protein-coupled receptor L4
ADGRV1	"DKFZp761P0710|KIAA0686|FEB4|VLGR1"	"USH2C|MASS1|GPR98"	adhesion G protein-coupled receptor V1
ADH1A		ADH1	alcohol dehydrogenase 1A (class I), alpha polypeptide
ADH1B		ADH2	alcohol dehydrogenase 1B (class I), beta polypeptide
ADH1C		ADH3	alcohol dehydrogenase 1C (class I), gamma polypeptide
ADH4	ADH-2		alcohol dehydrogenase 4 (class II), pi polypeptide
ADH5	"ADH-3|ADHX|GSNOR"	FDH	alcohol dehydrogenase 5 (class III), chi polypeptide
ADH5P2			ADH5 pseudogene 2
ADH5P3			ADH5 pseudogene 3
ADH5P4	bA707M13.2	ADH5B	ADH5 pseudogene 4
ADH5P5			ADH5 pseudogene 5
ADH6	ADH-5		alcohol dehydrogenase 6 (class V)
ADH7	ADH-4		alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide
ADHFE1	FLJ32430		alcohol dehydrogenase iron containing 1
ADI1	"SIPL|MTCBP-1|ARD|APL1|FLJ10913|HMFT1638|mtnD"		acireductone dioxygenase 1
ADI1P1			acireductone dioxygenase 1 pseudogene 1
ADI1P2			acireductone dioxygenase 1 pseudogene 2
ADI1P3			acireductone dioxygenase 1 pseudogene 3
ADIG	"MGC39724|SMAF1|RP5-1100H13.2"		adipogenin
ADIPINT			adipocyte associated pyruvate carboxylase interacting lncRNA
ADIPOQ	"ACRP30|apM1|GBP28|adiponectin"	ACDC	adiponectin, C1Q and collagen domain containing
ADIPOQ-AS1			ADIPOQ antisense RNA 1
ADIPOR1	"PAQR1|ACDCR1"		adiponectin receptor 1
ADIPOR1P1			adiponectin receptor 1 pseudogene 1
ADIPOR1P2			adiponectin receptor 1 pseudogene 2
ADIPOR2	"PAQR2|ACDCR2"		adiponectin receptor 2
ADIRF	"APM2|AFRO"	C10orf116	adipogenesis regulatory factor
ADIRF-AS1			ADIRF antisense RNA 1
ADISSP	FLJ20550	C20orf27	adipose secreted signaling protein
ADK	AK		adenosine kinase
ADM	AM		adrenomedullin
ADM-DT			ADM divergent transcript
ADM2	"AM2|FLJ21135"		adrenomedullin 2
ADM5	AM5	C19orf76	adrenomedullin 5 (putative)
ADNP	"KIAA0784|ADNP1"		activity dependent neuroprotector homeobox
ADNP-AS1			ADNP antisense RNA 1
ADNP2	KIAA0863	ZNF508	ADNP homeobox 2
ADO	FLJ14547	C10orf22	2-aminoethanethiol dioxygenase
ADORA1	RDC7		adenosine A1 receptor
ADORA2A	RDC8	ADORA2	adenosine A2a receptor
ADORA2A-AS1	"FLJ34651|hLinfRNA1"	C22orf45	ADORA2A antisense RNA 1
ADORA2B			adenosine A2b receptor
ADORA2BP1		ADORA2BP	adenosine A2b receptor pseudogene 1
ADORA3	"AD026|A3AR"		adenosine A3 receptor
ADPGK	"DKFZp434B195|ADP-GK"		ADP dependent glucokinase
ADPGK-AS1			ADPGK antisense RNA 1
ADPRH	ARH1		ADP-ribosylarginine hydrolase
ADPRHL1	ARH2		ADP-ribosylhydrolase like 1
ADPRM	MDS006	C17orf48	ADP-ribose/CDP-alcohol diphosphatase, manganese dependent
ADPRS	"ARH3|FLJ20446"	ADPRHL2	ADP-ribosylserine hydrolase
ADRA1A	ADRA1L1	ADRA1C	adrenoceptor alpha 1A
ADRA1B			adrenoceptor alpha 1B
ADRA1D	"ADRA1R|ADRA1A|ADRA1"		adrenoceptor alpha 1D
ADRA2A	ADRAR	"ADRA2|ADRA2R"	adrenoceptor alpha 2A
ADRA2B	ADRARL1	"ADRA2L1|ADRA2RL1"	adrenoceptor alpha 2B
ADRA2C	ADRARL2	"ADRA2L2|ADRA2RL2"	adrenoceptor alpha 2C
ADRB1		ADRB1R	adrenoceptor beta 1
ADRB2	"ADRBR|BAR|B2AR|ARB2"	ADRB2R	adrenoceptor beta 2
ADRB3			adrenoceptor beta 3
ADRM1	"GP110|Rpn13|ARM1|PSMD16"		ADRM1 26S proteasome ubiquitin receptor
ADSL	"AMPS|ASASE|ASL"		adenylosuccinate lyase
ADSS1	FLJ38602	ADSSL1	adenylosuccinate synthase 1
ADSS2		ADSS	adenylosuccinate synthase 2
ADTRP	"dJ413H6.1|AIG1L"	C6orf105	androgen dependent TFPI regulating protein
AEBP1	ACLP		AE binding protein 1
AEBP2	MGC17922		AE binding protein 2
AEN	"FLJ12484|FLJ12562"	ISG20L1	apoptosis enhancing nuclease
AFAP1	"AFAP-110|AFAP"		actin filament associated protein 1
AFAP1-AS1	MGC10981	"AFAP1AS|AFAP1-AS"	AFAP1 antisense RNA 1
AFAP1L1	FLJ36748		actin filament associated protein 1 like 1
AFAP1L2	"FLJ14564|Em:AC005383.4|XB130"	KIAA1914	actin filament associated protein 1 like 2
AFDN	"AF-6|AF6"	MLLT4	afadin, adherens junction formation factor
AFDN-DT	"HGC6.4|dJ431P23.3|XBP1SBM"	"C6orf124|MLLT4-AS1|AFDN-AS1"	AFDN divergent transcript
AFF1	"AF-4|AF4|FEL"	"PBM1|MLLT2"	ALF transcription elongation factor 1
AFF1-AS1			AFF1 antisense RNA 1
AFF2	FRAXE	FMR2	ALF transcription elongation factor 2
AFF2-IT1			AFF2 intronic transcript 1
AFF3	MLLT2-like	LAF4	ALF transcription elongation factor 3
AFF4	"AF5Q31|MCEF"		ALF transcription elongation factor 4
AFF4-DT			AFF4 divergent transcript
AFF4P1			AFF4 pseudogene 1
AFG1L	AFG1	LACE1	AFG1 like ATPase
AFG2A	"SPAF|AFG2"	SPATA5	AFG2 AAA ATPase homolog A
AFG2B	"MGC5347|FLJ12286"	SPATA5L1	AFG2 AAA ATPase homolog B
AFG3L1P		"AFG3|AFG3L1"	AFG3 like matrix AAA peptidase subunit 1, pseudogene
AFG3L2	SPAX5	SCA28	AFG3 like matrix AAA peptidase subunit 2
AFG3L2P1		AFG3L2P	AFG3L2 pseudogene 1
AFM	"ALB2|ALBA"		afamin
AFMID	"DKFZp686F03259|KF"		arylformamidase
AFP	"FETA|AFPD|alpha fetoprotein"	HPAFP	alpha fetoprotein
AFTPH	"MGC33965|FLJ20080|FLJ23793|Nbla10388"		aftiphilin
AFTPH-DT			AFTPH divergent transcript
AGA	ASRG		aspartylglucosaminidase
AGA-DT			AGA divergent transcript
AGAP1	"KIAA1099|GGAP1"	CENTG2	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1
AGAP1-IT1			AGAP1 intronic transcript 1
AGAP2		CENTG1	ArfGAP with GTPase domain, ankyrin repeat and PH domain 2
AGAP2-AS1	"LOC100130776|PUNISHER"		AGAP2 antisense RNA 1
AGAP3		CENTG3	ArfGAP with GTPase domain, ankyrin repeat and PH domain 3
AGAP4	"Em:AC012044.1|MRIP2"	"CTGLF1|AGAP8|CTGLF5"	ArfGAP with GTPase domain, ankyrin repeat and PH domain 4
AGAP5	Em:AC073389.1	CTGLF2	ArfGAP with GTPase domain, ankyrin repeat and PH domain 5
AGAP6	bA324H6.1	CTGLF3	ArfGAP with GTPase domain, ankyrin repeat and PH domain 6
AGAP7P	bA109G10.1	"CTGLF4|AGAP7"	ArfGAP with GTPase domain, ankyrin repeat and PH domain 7, pseudogene
AGAP9	"bA301J7.2|FLJ00312"	CTGLF6	ArfGAP with GTPase domain, ankyrin repeat and PH domain 9
AGAP10P	"bA358L16.1|bA144G6.2"	"AGAP10|CTGLF7|CTGLF10P"	ArfGAP with GTPase domain, ankyrin repeat and PH domain 10, pseudogene
AGAP11	KIAA1975		ArfGAP with GTPase domain, ankyrin repeat and PH domain 11
AGAP12P	bA164N7.2	CTGLF12P	ArfGAP with GTPase domain, ankyrin repeat and PH domain 12, pseudogene
AGAP13P	bA548K23.1	CTGLF9P	ArfGAP with GTPase domain, ankyrin repeat and PH domain 13, pseudogene
AGAP14P	bA145E20.1	"CTGLF11P|AGAP14"	ArfGAP with GTPase domain, ankyrin repeat and PH domain 14, pseudogene
AGBL1	"FLJ32310|CCP4"		AGBL carboxypeptidase 1
AGBL1-AS1			AGBL1 antisense RNA 1
AGBL2	"FLJ23598|CCP2"		AGBL carboxypeptidase 2
AGBL3	"MGC32955|CCP3"		AGBL carboxypeptidase 3
AGBL4	"FLJ14442|CCP6"		AGBL carboxypeptidase 4
AGBL4-AS1			AGBL4 antisense RNA 1
AGBL4-IT1			AGBL4 intronic transcript 1
AGBL5	"FLJ21839|CCP5"		AGBL carboxypeptidase 5
AGBL5-AS1			AGBL5 antisense RNA 1
AGBL5-IT1			AGBL5 intronic transcript 1
AGER	"RAGE|SCARJ1|sRAGE"		advanced glycosylation end-product specific receptor
AGFG1	"RIP|RAB"	HRB	ArfGAP with FG repeats 1
AGFG2	RABR	HRBL	ArfGAP with FG repeats 2
AGGF1	"VG5Q|HSU84971|FLJ10283|GPATC7|GPATCH7"		angiogenic factor with G-patch and FHA domains 1
AGGF1P1			angiogenic factor with G-patch and FHA domains 1 pseudogene 1
AGGF1P2			angiogenic factor with G-patch and FHA domains 1 pseudogene 2
AGGF1P3			angiogenic factor with G-patch and FHA domains 1 pseudogene 3
AGGF1P4			angiogenic factor with G-patch and FHA domains 1 pseudogene 4
AGGF1P5			angiogenic factor with G-patch and FHA domains 1 pseudogene 5
AGGF1P6			angiogenic factor with G-patch and FHA domains 1 pseudogene 6
AGGF1P7			angiogenic factor with G-patch and FHA domains 1 pseudogene 7
AGGF1P8			angiogenic factor with G-patch and FHA domains 1 pseudogene 8
AGGF1P9			angiogenic factor with G-patch and FHA domains 1 pseudogene 9
AGGF1P10			angiogenic factor with G-patch and FHA domains 1 pseudogene 10
AGK	FLJ10842	MULK	acylglycerol kinase
AGK-DT			AGK divergent transcript
AGKP1	AGKY1		AGK pseudogene 1
AGKP2			AGK pseudogene 2
AGL	GDE		amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase
AGMAT	FLJ23384		agmatinase (putative)
AGMO	FLJ16237	TMEM195	alkylglycerol monooxygenase
AGO1	hAGO1	EIF2C1	argonaute RISC component 1
AGO2	"hAGO2|Q10|LINC00980"	"EIF2C2|CASC7"	argonaute RISC catalytic component 2
AGO3	"hAGO3|FLJ12765"	EIF2C3	argonaute RISC catalytic component 3
AGO4	"hAGO4|KIAA1567|FLJ20033"	EIF2C4	argonaute RISC component 4
AGPAT1	"LPAAT-alpha|LPLAT1"		1-acylglycerol-3-phosphate O-acyltransferase 1
AGPAT2	"LPAAT-beta|LPLAT2"	BSCL	1-acylglycerol-3-phosphate O-acyltransferase 2
AGPAT3	"LPAAT-gamma|LPAAT3|LPLAT3"		1-acylglycerol-3-phosphate O-acyltransferase 3
AGPAT4	"LPAAT-delta|dJ473J16.2|LPAAT4|LPLAT4"		1-acylglycerol-3-phosphate O-acyltransferase 4
AGPAT4-IT1	FLJ23112	"C6orf59|NCRNA00241"	AGPAT4 intronic transcript 1
AGPAT5	"FLJ11210|LPAAT-e|LPAAT-epsilon|LPLAT5"		1-acylglycerol-3-phosphate O-acyltransferase 5
AGPAT5P1			1-acylglycerol-3-phosphate O-acyltransferase 5 pseudogene 1
AGPS	"ADHAPS|ADAS|ALDHPSY|ADPS|ADAP-S"		alkylglycerone phosphate synthase
AGR2	"XAG-2|HAG-2|AG2|PDIA17"		anterior gradient 2, protein disulphide isomerase family member
AGR3	"HAG3|hAG-3|BCMP11|PDIA18"		anterior gradient 3, protein disulphide isomerase family member
AGRN		AGRIN	agrin
AGRP	"Agrt|ART|ASIP2"		agouti related neuropeptide
AGT		SERPINA8	angiotensinogen
AGTPBP1	"KIAA1035|Nna1|CCP1"		ATP/GTP binding carboxypeptidase 1
AGTR1	"AT1|AT2R1|AGTR1A|AT2R1A|HAT1R|AG2S|AT2R1B|AT1B|ATR1"	AGTR1B	angiotensin II receptor type 1
AGTR2	"AT2|MRX88"		angiotensin II receptor type 2
AGTRAP	ATRAP		angiotensin II receptor associated protein
AGXT	"AGXT1|PH1|AGT|SPT|AGT1|TLH6|Ser-PyrAT"	SPAT	alanine--glyoxylate aminotransferase
AGXT2	AGT2		alanine--glyoxylate aminotransferase 2
AHCTF1	ELYS		AT-hook containing transcription factor 1
AHCTF1P1	ELYS-like	AHCTF1P	AT-hook containing transcription factor 1 pseudogene 1
AHCY	"SAHH|AdoHcyase"		adenosylhomocysteinase
AHCYL1	"XPVKONA|IRBIT|PPP1R78"		adenosylhomocysteinase like 1
AHCYL2	"KIAA0828|long-IRBIT|IRBIT2|ADOHCYASE3"		adenosylhomocysteinase like 2
AHCYP1			adenosylhomocysteinase pseudogene 1
AHCYP2			adenosylhomocysteinase pseudogene 2
AHCYP3			adenosylhomocysteinase pseudogene 3
AHCYP4			adenosylhomocysteinase pseudogene 4
AHCYP5			adenosylhomocysteinase pseudogene 5
AHCYP6			adenosylhomocysteinase pseudogene 6
AHCYP7			adenosylhomocysteinase pseudogene 7
AHCYP8			adenosylhomocysteinase pseudogene 8
AHDC1	"DJ159A19.3|RP1-159A19.1"		AT-hook DNA binding motif containing 1
AHI1	"FLJ20069|ORF1|JBTS3"		Abelson helper integration site 1
AHI1-DT		"C6orf217|NCRNA00271|LINC00271"	AHI1 divergent transcript
AHNAK	"MGC5395|AHNAK1"		AHNAK nucleoprotein
AHNAK2		C14orf78	AHNAK nucleoprotein 2
AHR	bHLHe76		aryl hydrocarbon receptor
AHRR	"KIAA1234|bHLHe77"	"AHH|AHHR"	aryl hydrocarbon receptor repressor
AHSA1	"p38|Aha1|hAha1"	C14orf3	activator of HSP90 ATPase activity 1
AHSA2P	"DKFZp564C236|Hch1|AHA1"	AHSA2	activator of HSP90 ATPase homolog 2, pseudogene
AHSG	"FETUA|A2HS|HSGA"		alpha 2-HS glycoprotein
AHSP	EDRF	ERAF	alpha hemoglobin stabilizing protein
AICDA	"HIGM2|CDA2|ARP2|AID"		activation induced cytidine deaminase
AIDA	FLJ12806	C1orf80	axin interactor, dorsalization associated
AIDAP1			AIDA pseudogene 1
AIDAP2			AIDA pseudogene 2
AIDAP3			AIDA pseudogene 3
AIF1	"IRT-1|AIF-1|Em:AF129756.17|IBA1"		allograft inflammatory factor 1
AIF1L	"IBA2|FLJ12783"	C9orf58	allograft inflammatory factor 1 like
AIFM1	"AIF|CMTX4|DFNX5"	"PDCD8|NAMSD|AUNX1"	apoptosis inducing factor mitochondria associated 1
AIFM1P1			AIFM1 pseudogene 1
AIFM2	"FLJ14497|PRG3|FSP1"	AMID	apoptosis inducing factor mitochondria associated 2
AIFM3	"AIFL|FLJ30473"		apoptosis inducing factor mitochondria associated 3
AIG1	"dJ95L4.1|AIG-1|FLJ10485"		androgen induced 1
AIG1P1			androgen induced 1 pseudogene 1
AIM2	PYHIN4		absent in melanoma 2
AIMP1	"EMAPII|EMAP-2|p43"	SCYE1	aminoacyl tRNA synthetase complex interacting multifunctional protein 1
AIMP1P1	bA400P21.1	SCYE1P	aminoacyl tRNA synthetase complex interacting multifunctional protein 1 pseudogene 1
AIMP1P2			aminoacyl tRNA synthetase complex interacting multifunctional protein 1 pseudogene 2
AIMP2	"p38|PRO0992|JTV-1|JTV1"		aminoacyl tRNA synthetase complex interacting multifunctional protein 2
AIP	"XAP2|ARA9|FKBP16|FKBP37"		aryl hydrocarbon receptor interacting protein
AIPL1		LCA4	aryl hydrocarbon receptor interacting protein like 1
AIRE	"PGA1|APS1"	APECED	autoimmune regulator
AIRIM	FLJ20508	C1orf109	AFG2 interacting ribosome maturation factor
AIRN	"AIR|NCRNA00088|IGF2RAS|IGF2R-AS1"		antisense of IGF2R non-protein coding RNA
AJAP1	"SHREW1|SHREW-1|MOT8"		adherens junctions associated protein 1
AJM1	ajm-1	C9orf172	apical junction component 1 homolog
AJUBA	MGC15563	JUB	ajuba LIM protein
AJUBA-DT			AJUBA divergent transcript
AK1			adenylate kinase 1
AK2			adenylate kinase 2
AK2P1	AK2B		adenylate kinase 2 pseudogene 1
AK2P2			adenylate kinase 2 pseudogene 2
AK3	AKL3L1	"AK6|AK3L1"	adenylate kinase 3
AK3P2	HsT26053		AK3 pseudogene 2
AK3P3			AK3 pseudogene 3
AK3P4			AK3 pseudogene 4
AK3P5			AK3 pseudogene 5
AK3P6			AK3 pseudogene 6
AK3P7			AK3 pseudogene 7
AK4		"AK3|AK3L1"	adenylate kinase 4
AK4P1		AK3P1	adenylate kinase 4 pseudogene 1
AK4P2			adenylate kinase 4 pseudogene 2
AK4P3	AK3L2P	AK3L2	adenylate kinase 4 pseudogene 3
AK4P4			adenylate kinase 4 pseudogene 4
AK4P5			adenylate kinase 4 pseudogene 5
AK4P6			adenylate kinase 4 pseudogene 6
AK5			adenylate kinase 5
AK6	CINAP		adenylate kinase 6
AK6P1			adenylate kinase 6 pseudogene 1
AK6P2			adenylate kinase 6 pseudogene 2
AK7	"FLJ32864|FAP75|CFAP75"		adenylate kinase 7
AK8	FLJ32704	C9orf98	adenylate kinase 8
AK9	"FLJ42177|FLJ25791|dJ70A9.1|MGC26954"	"C6orf224|AKD2|C6orf199|AKD1"	adenylate kinase 9
AKAIN1		C18orf42	A-kinase anchor inhibitor 1
AKAP1	"AKAP121|AKAP149|SAKAP84|S-AKAP84|AKAP84|D-AKAP1|PPP1R43|TDRD17"	PRKA1	A-kinase anchoring protein 1
AKAP1-DT			AKAP1 divergent transcript
AKAP2	"AKAP-KL|KIAA0920|DKFZp564L0716|MISP2"	PRKA2	A-kinase anchoring protein 2
AKAP3	"FSP95|SOB1|AKAP110|CT82"		A-kinase anchoring protein 3
AKAP4	"p82|hAKAP82|AKAP82|Fsc1|HI|CT99"		A-kinase anchoring protein 4
AKAP5	"AKAP75|AKAP79"		A-kinase anchoring protein 5
AKAP6	"KIAA0311|mAKAP|AKAP100|PRKA6|ADAP6"		A-kinase anchoring protein 6
AKAP7	"AKAP18|AKAP15"		A-kinase anchoring protein 7
AKAP8	"AKAP95|DKFZp586B1222"		A-kinase anchoring protein 8
AKAP8L	"NAKAP95|HAP95"		A-kinase anchoring protein 8 like
AKAP8P1			A-kinase anchoring protein 8 pseudogene 1
AKAP9	"KIAA0803|AKAP350|AKAP450|CG-NAP|YOTIAO|HYPERION|PRKA9|MU-RMS-40.16A|PPP1R45|LQT11"		A-kinase anchoring protein 9
AKAP10	"D-AKAP2|PRKA10|MGC9414"		A-kinase anchoring protein 10
AKAP11	"KIAA0629|AKAP220|PRKA11|FLJ11304|DKFZp781I12161|PPP1R44"		A-kinase anchoring protein 11
AKAP12	"AKAP250|SSeCKS"		A-kinase anchoring protein 12
AKAP13	"Ht31|BRX|AKAP-Lbc|c-lbc|PROTO-LB|HA-3|ARHGEF13"	LBC	A-kinase anchoring protein 13
AKAP13-AS1			AKAP13 antisense RNA 1
AKAP14	AKAP28		A-kinase anchoring protein 14
AKAP17A	"XE7|XE7Y|DXYS155E|MGC39904|721P|CCDC133"	"CXYorf3|SFRS17A"	A-kinase anchoring protein 17A
AKAP17BP		"AKAP16B|AKAP16BP"	A-kinase anchoring protein 17B, pseudogene
