symbol	alias_symbol	prev_symbol	name
SLC16A6	"MCT6|MCT7"		solute carrier family 16 member 6
SLC16A6P1			SLC16A6 pseudogene 1
SLC16A7	MCT2		solute carrier family 16 member 7
SLC16A8	"MCT3|REMP"		solute carrier family 16 member 8
SLC16A9	"FLJ43803|MCT9"	C10orf36	solute carrier family 16 member 9
SLC16A10	"TAT1|MCT10"		solute carrier family 16 member 10
SLC16A11	"FLJ90193|MCT11"		solute carrier family 16 member 11
SLC16A12	"MCT12|CRT2"		solute carrier family 16 member 12
SLC16A12-AS1			SLC16A12 antisense RNA 1
SLC16A13	MCT13		solute carrier family 16 member 13
SLC16A14	"FLJ30794|MCT14"		solute carrier family 16 member 14
SLC16A14P1			solute carrier family 16 member 14 pseudogene 1
SLC17A1	NAPI-1	NPT1	solute carrier family 17 member 1
SLC17A2	NPT3		solute carrier family 17 member 2
SLC17A3	NPT4		solute carrier family 17 member 3
SLC17A4	KIAA2138		solute carrier family 17 member 4
SLC17A5	"AST|SD|ISSD|NSD|SIALIN|SLD|VEAT"	SIASD	solute carrier family 17 member 5
SLC17A6	"DNPI|VGLUT2"		solute carrier family 17 member 6
SLC17A6-DT			SLC17A6 divergent transcript
SLC17A7	"BNPI|VGLUT1"		solute carrier family 17 member 7
SLC17A8	VGLUT3	DFNA25	solute carrier family 17 member 8
SLC17A9	"FLJ23412|VNUT"	C20orf59	solute carrier family 17 member 9
SLC18A1	CGAT	"VMAT1|VAT1"	solute carrier family 18 member A1
SLC18A2	"SVMT|SVAT|VAT2"	VMAT2	solute carrier family 18 member A2
SLC18A2-AS1			SLC18A2 antisense RNA 1
SLC18A3	VACHT		solute carrier family 18 member A3
SLC18B1	dJ55C23.6	C6orf192	solute carrier family 18 member B1
SLC19A1	"FOLT|RFC1|IFC-1|RFC|hRFC|RFT-1"		solute carrier family 19 member 1
SLC19A2	"THTR1|ThT1"	TRMA	solute carrier family 19 member 2
SLC19A3	"THTR2|thTr-2|hTHTR2"		solute carrier family 19 member 3
SLC19A4P	DKFZp547H025	C2orf83	solute carrier family 19 member 4, pseudogene
SLC20A1	"PiT-1|Glvr-1|PiT1"	GLVR1	solute carrier family 20 member 1
SLC20A1-DT			SLC20A1 divergent transcript
SLC20A1P1			solute carrier family 20 member 1 pseudogene 1
SLC20A1P2			solute carrier family 20 member 1 pseudogene 2
SLC20A1P3			solute carrier family 20 member 1 pseudogene 3
SLC20A2	"PiT-2|Glvr-2|Ram-1|PIT2"	"MLVAR|GLVR2"	solute carrier family 20 member 2
SLC22A1	OCT1		solute carrier family 22 member 1
SLC22A2	OCT2		solute carrier family 22 member 2
SLC22A3	"OCT3|EMT"		solute carrier family 22 member 3
SLC22A4	"OCTN1|MGC34546"	DFNB60	solute carrier family 22 member 4
SLC22A5	"OCTN2|SCD"	CDSP	solute carrier family 22 member 5
SLC22A6	"ROAT1|PAHT|OAT1"		solute carrier family 22 member 6
SLC22A7	"NLT|OAT2"		solute carrier family 22 member 7
SLC22A8	OAT3		solute carrier family 22 member 8
SLC22A9	"OAT4|FLJ23666|UST3|OAT7"		solute carrier family 22 member 9
SLC22A10	"OAT5|hOAT5"		solute carrier family 22 member 10
SLC22A11	OAT4		solute carrier family 22 member 11
SLC22A12	"OAT4L|RST|URAT1|hURAT1|UAT"		solute carrier family 22 member 12
SLC22A13	"OCTL1|OCTL3|OAT10"	ORCTL3	solute carrier family 22 member 13
SLC22A14	OCTL2	ORCTL4	solute carrier family 22 member 14
SLC22A15	FLIPT1		solute carrier family 22 member 15
SLC22A16	"FLIPT2|CT2|OKB1|OAT6"		solute carrier family 22 member 16
SLC22A17	"BOCT|BOIT|NGALR"		solute carrier family 22 member 17
SLC22A18	"BWR1A|TSSC5|ITM"	"ORCTL2|BWSCR1A|IMPT1|SLC22A1L"	solute carrier family 22 member 18
SLC22A18AS	"BWR1B|p27-BWR1B|SLC22A18-AS1"	"BWSCR1B|ORCTL2S|SLC22A1LS"	SLC22A18 antisense RNA
SLC22A20P	"Oat6|FLJ16331"	SLC22A20	solute carrier family 22 member 20, pseudogene
SLC22A23	FLJ22174	C6orf85	solute carrier family 22 member 23
SLC22A24	"MGC34821|NET46"		solute carrier family 22 member 24
SLC22A25	"UST6|HIMTP|MGC120420"		solute carrier family 22 member 25
SLC22A31			solute carrier family 22 member 31
SLC23A1	"YSPL3|SVCT1"	SLC23A2	solute carrier family 23 member 1
SLC23A2	"SVCT2|KIAA0238|YSPL2"	SLC23A1	solute carrier family 23 member 2
SLC23A3	"SVCT3|FLJ31168|Yspl1"		solute carrier family 23 member 3
SLC23A4P		SLC23A4	solute carrier family 23 member 4, pseudogene
SLC24A1	"NCKX1|NCKX|RODX|KIAA0702|HsT17412|CSNB1D"		solute carrier family 24 member 1
SLC24A2	NCKX2		solute carrier family 24 member 2
SLC24A3			solute carrier family 24 member 3
SLC24A3-AS1			SLC24A3 antisense RNA 1
SLC24A4	NCKX4		solute carrier family 24 member 4
SLC24A5	"JSX|OCA6|NCKX5"		solute carrier family 24 member 5
SLC25A1	"CTP|CIC"	SLC20A3	solute carrier family 25 member 1
SLC25A1P1			solute carrier family 25 member 1 pseudogene 1
SLC25A1P2			solute carrier family 25 member 1 pseudogene 2
SLC25A1P3			solute carrier family 25 member 1 pseudogene 3
SLC25A1P4			solute carrier family 25 member 1 pseudogene 4
SLC25A1P5			solute carrier family 25 member 1 pseudogene 5
SLC25A2	ORNT2		solute carrier family 25 member 2
SLC25A3	"PiC|PTP"	PHC	solute carrier family 25 member 3
SLC25A3P1	FLJ40434		solute carrier family 25 member 3 pseudogene 1
SLC25A3P2			solute carrier family 25 member 3 pseudogene 2
SLC25A3P3			solute carrier family 25 member 3 pseudogene 3
SLC25A4	"T1|AAC1"	"PEO3|PEO2|ANT1"	solute carrier family 25 member 4
SLC25A5	"T2|2F1|T3"	ANT2	solute carrier family 25 member 5
SLC25A5-AS1			SLC25A5 antisense RNA 1
SLC25A5P1	bK250D10.4	ANTP3	solute carrier family 25 member 5 pseudogene 1
SLC25A5P2	LOC344371		solute carrier family 25 member 5 pseudogene 2
SLC25A5P3		ANTP1	solute carrier family 25 member 5 pseudogene 3
SLC25A5P4			solute carrier family 25 member 5 pseudogene 4
SLC25A5P5	TCAG_29001	ANTP5	solute carrier family 25 member 5 pseudogene 5
SLC25A5P6		ANTP6	solute carrier family 25 member 5 pseudogene 6
SLC25A5P7		ANTP7	solute carrier family 25 member 5 pseudogene 7
SLC25A5P8			solute carrier family 25 member 5 pseudogene 8
SLC25A5P9			solute carrier family 25 member 5 pseudogene 9
SLC25A6	"ANT3Y|MGC17525"	ANT3	solute carrier family 25 member 6
SLC25A6P1	dJ1065O2.2	SLC25A5L	solute carrier family 25 member 6 pseudogene 1
SLC25A6P2			solute carrier family 25 member 6 pseudogene 2
SLC25A6P3			solute carrier family 25 member 6 pseudogene 3
SLC25A6P4			solute carrier family 25 member 6 pseudogene 4
SLC25A6P5			solute carrier family 25 member 6 pseudogene 5
SLC25A6P6			solute carrier family 25 member 6 pseudogene 6
SLC25A10		DIC	solute carrier family 25 member 10
SLC25A11	OGC	SLC20A4	solute carrier family 25 member 11
SLC25A12	"Aralar|aralar1|AGC1"		solute carrier family 25 member 12
SLC25A13	"CITRIN|ARALAR2"	CTLN2	solute carrier family 25 member 13
SLC25A14	"BMCP1|UCP5"		solute carrier family 25 member 14
SLC25A14P1			solute carrier family 25 member 14 pseudogene 1
SLC25A15	"ORC1|D13S327"	"ORNT1|HHH"	solute carrier family 25 member 15
SLC25A15P1	SLC25A15PY1	SLC25A15P	solute carrier family 25 member 15 pseudogene 1
SLC25A15P2			solute carrier family 25 member 15 pseudogene 2
SLC25A15P3			solute carrier family 25 member 15 pseudogene 3
SLC25A15P4			solute carrier family 25 member 15 pseudogene 4
SLC25A15P5			solute carrier family 25 member 15 pseudogene 5
SLC25A16	"GDA|D10S105E|HGT.1|ML7"		solute carrier family 25 member 16
SLC25A17	PMP34		solute carrier family 25 member 17
SLC25A18			solute carrier family 25 member 18
SLC25A18P1			solute carrier family 25 member 18 pseudogene 1
SLC25A19	"DNC|MUP1|TPC"	MCPHA	solute carrier family 25 member 19
SLC25A20	CAC	CACT	solute carrier family 25 member 20
SLC25A20P1		"CACTP|SLC25A20P"	solute carrier family 25 member 20 pseudogene 1
SLC25A21	"ODC1|ODC"		solute carrier family 25 member 21
SLC25A21-AS1			SLC25A21 antisense RNA 1
SLC25A22	"GC1|FLJ13044|NET44|EIEE3|GC-1"		solute carrier family 25 member 22
SLC25A23	"FLJ30339|MGC2615|APC2"		solute carrier family 25 member 23
SLC25A24	"DKFZp586G0123|APC1|SCAMC1|SCAMC-1"		solute carrier family 25 member 24
SLC25A24P1			SLC25A24 pseudogene 1
SLC25A24P2			SLC25A24 pseudogene 2
SLC25A25	"KIAA1896|PCSCL|MCSC"		solute carrier family 25 member 25
SLC25A25-AS1	HRCEG		SLC25A25 antisense RNA 1
SLC25A26	SAMC		solute carrier family 25 member 26
SLC25A27	"UCP4|FLJ33552"		solute carrier family 25 member 27
SLC25A28	"MRS3/4|MRS4L"		solute carrier family 25 member 28
SLC25A28-DT			SLC25A28 divergent transcript
SLC25A29	FLJ38975	C14orf69	solute carrier family 25 member 29
SLC25A30			solute carrier family 25 member 30
SLC25A30-AS1			SLC25A30 antisense RNA 1
SLC25A31	"DKFZP434N1235|ANT4"		solute carrier family 25 member 31
SLC25A32	MFTC		solute carrier family 25 member 32
SLC25A33	"MGC4399|BMSC-MCP|PNC1"		solute carrier family 25 member 33
SLC25A34	DKFZp781A10161		solute carrier family 25 member 34
SLC25A34-AS1	RP11-169K16.4		SLC25A34 and TMEM82 antisense RNA 1
SLC25A35	FLJ40217		solute carrier family 25 member 35
SLC25A36	"FLJ10618|PNC2"		solute carrier family 25 member 36
SLC25A36P1			SLC25A36 pseudogene 1
SLC25A37	"MSCP|MFRN|MFRN1|HT015"		solute carrier family 25 member 37
SLC25A38	FLJ20551		solute carrier family 25 member 38
SLC25A38P1			SLC25A38 pseudogene 1
SLC25A39	"FLJ22407|CGI-69"		solute carrier family 25 member 39
SLC25A39P1			solute carrier family 25 member 39 pseudogene 1
SLC25A39P2			SLC25A39 pseudogene 2
SLC25A40	MCFP		solute carrier family 25 member 40
SLC25A41	"FLJ40442|MGC34725|APC4"		solute carrier family 25 member 41
SLC25A42	MGC26694		solute carrier family 25 member 42
SLC25A43			solute carrier family 25 member 43
SLC25A44	"FLJ90431|KIAA0446"		solute carrier family 25 member 44
SLC25A45			solute carrier family 25 member 45
SLC25A46			solute carrier family 25 member 46
SLC25A47	HDCMP	C14orf68	solute carrier family 25 member 47
SLC25A47P1			solute carrier family 25 member 47 pseudogene 1
SLC25A48	FLJ44862		solute carrier family 25 member 48
SLC25A48-AS1		LINC01959	SLC25A48 antisense RNA 1
SLC25A51	"MGC14836|CG7943"	MCART1	solute carrier family 25 member 51
SLC25A51P1	bA707M13.1	MCART3P	SLC25A51 pseudogene 1
SLC25A51P2		MCART4P	SLC25A51 pseudogene 2
SLC25A51P3		MCART5P	SLC25A51 pseudogene 3
SLC25A51P4			SLC25A51 pseudogene 4
SLC25A52		MCART2	solute carrier family 25 member 52
SLC25A53		MCART6	solute carrier family 25 member 53
SLC25A53P1			SLC25A53 pseudogene 1
SLC26A1	"SAT-1|EDM4"		solute carrier family 26 member 1
SLC26A2	DTDST	DTD	solute carrier family 26 member 2
SLC26A3		"DRA|CLD"	solute carrier family 26 member 3
SLC26A4	PDS	DFNB4	solute carrier family 26 member 4
SLC26A4-AS1			SLC26A4 antisense RNA 1
SLC26A5	"DFNB61|PRESTIN"	PRES	solute carrier family 26 member 5
SLC26A5-AS1			SLC26A5 antisense RNA 1
SLC26A6	DKFZp586E1422		solute carrier family 26 member 6
SLC26A7	SUT2		solute carrier family 26 member 7
SLC26A8	TAT1		solute carrier family 26 member 8
SLC26A9			solute carrier family 26 member 9
SLC26A9-AS1			SLC26A9 and RAB7B antisense RNA 1
SLC26A10P		SLC26A10	solute carrier family 26 member 10, pseudogene
SLC26A11			solute carrier family 26 member 11
SLC27A1	"FATP1|FATP|MGC71751|FLJ00336|ACSVL5"		solute carrier family 27 member 1
SLC27A2	"FATP2|hFACVL1|VLACS|VLCS|HsT17226|ACSVL1"	FACVL1	solute carrier family 27 member 2
SLC27A3	"FATP3|MGC4365|ACSVL3"		solute carrier family 27 member 3
SLC27A4	"FATP4|ACSVL4|FATP-4"		solute carrier family 27 member 4
SLC27A5	"FATP5|VLACSR|VLCS-H2|VLCSH2|FACVL3|FLJ22987|ACSVL6|ACSB"		solute carrier family 27 member 5
SLC27A6	"FATP6|VLCS-H1|FACVL2|ACSVL2"		solute carrier family 27 member 6
SLC28A1	CNT1		solute carrier family 28 member 1
SLC28A2	"CNT2|SPNT1|HCNT2|HsT17153"		solute carrier family 28 member 2
SLC28A2-AS1	AC051619.4		SLC28A2 antisense RNA 1
SLC28A3	CNT3		solute carrier family 28 member 3
SLC28A3-AS1			SLC28A3 regulatory antisense RNA 1
SLC29A1		ENT1	solute carrier family 29 member 1 (Augustine blood group)
SLC29A2	DER12	"ENT2|HNP36"	solute carrier family 29 member 2
SLC29A3	"ENT3|FLJ11160|hENT3"		solute carrier family 29 member 3
SLC29A4	"FLJ34923|ENT4"		solute carrier family 29 member 4
SLC29A4P1			solute carrier family 29 member 4 pseudogene 1
SLC29A4P2			solute carrier family 29 member 4 pseudogene 2
SLC30A1	ZRC1	ZNT1	solute carrier family 30 member 1
SLC30A2		ZNT2	solute carrier family 30 member 2
SLC30A3		ZNT3	solute carrier family 30 member 3
SLC30A4		ZNT4	solute carrier family 30 member 4
SLC30A4-AS1	"hLinfRNA4|RP11-519G16.3"		SLC30A4 antisense RNA 1
SLC30A5	"ZTL1|ZnT-5|FLJ12496|FLJ12756|ZNT5|MGC5499|ZNTL1"		solute carrier family 30 member 5
SLC30A6	"FLJ31101|ZNT6"		solute carrier family 30 member 6
SLC30A6-DT			SLC30A6 divergent transcript
SLC30A6P1			SLC30A6 pseudogene 1
SLC30A7	"ZnTL2|ZNT7"		solute carrier family 30 member 7
SLC30A8	"ZnT-8|ZNT8"		solute carrier family 30 member 8
SLC30A9	"HUEL|ZNT9|GAC63"	C4orf1	solute carrier family 30 member 9
SLC30A10	"DKFZp547M236|ZnT-10|ZRC1|ZNT8|ZNT10"		solute carrier family 30 member 10
SLC31A1	"hCTR1|CTR1"	COPT1	solute carrier family 31 member 1
SLC31A1P1	CTR1psi	SLC31A1P	solute carrier family 31 member 1 pseudogene 1
SLC31A2	"hCTR2|CTR2"	COPT2	solute carrier family 31 member 2
SLC32A1	"VGAT|bA122O1.1"	VIAAT	solute carrier family 32 member 1
SLC33A1	"AT-1|AT1"	"ACATN|SPG42"	solute carrier family 33 member 1
SLC34A1	"NAPI-3|NPTIIa|SLC11"	"NPT2|SLC17A2"	solute carrier family 34 member 1
SLC34A2	"NAPI-3B|NaPi-2b|NPTIIb|NaPi2b|NAPI-IIb"		solute carrier family 34 member 2
SLC34A3	"NPTIIc|FLJ38680|NaPi-2c|NPT2C"		solute carrier family 34 member 3
SLC35A1	"CMPST|hCST|CMP-Sia-Tr"		solute carrier family 35 member A1
SLC35A2	"UGAT|UGT|UGT1|UGT2|UGTL|UDP-Gal-Tr"	UGALT	solute carrier family 35 member A2
SLC35A3			solute carrier family 35 member A3
SLC35A4			solute carrier family 35 member A4
SLC35A5	FLJ20730		solute carrier family 35 member A5
SLC35B1	"UGTREL1|AXER"		solute carrier family 35 member B1
SLC35B2	UGTrel4		solute carrier family 35 member B2
SLC35B3	"CGI-19|dJ453H5.1|PAPST2"	C6orf196	solute carrier family 35 member B3
SLC35B4	"FLJ14697|YEA4"		solute carrier family 35 member B4
SLC35C1	"FUCT1|FLJ11320"		solute carrier family 35 member C1
SLC35C2	"CGI-15|bA394O2.1"	"C20orf5|OVCOV1"	solute carrier family 35 member C2
SLC35C2P1			SLC35C2 pseudogene 1
SLC35D1	"UGTREL7|KIAA0260"		solute carrier family 35 member D1
SLC35D2	"UGTrel8|SQV7L"		solute carrier family 35 member D2
SLC35D3		FRCL1	solute carrier family 35 member D3
SLC35E1	FLJ14251		solute carrier family 35 member E1
SLC35E1P1			solute carrier family 35 member E1 pseudogene 1
SLC35E2A	"KIAA0447|SLC35E2AP|SLC35E2P"	SLC35E2	solute carrier family 35 member E2A (pseudogene)
SLC35E2B			solute carrier family 35 member E2B
SLC35E3	BLOV1		solute carrier family 35 member E3
SLC35E4			solute carrier family 35 member E4
SLC35F1	dJ230I3.1	C6orf169	solute carrier family 35 member F1
SLC35F2	FLJ13018		solute carrier family 35 member F2
SLC35F3	FLJ37712		solute carrier family 35 member F3
SLC35F3-AS1			SLC35F3 antisense RNA 1
SLC35F4	FLJ37712	C14orf36	solute carrier family 35 member F4
SLC35F5	FLJ22004		solute carrier family 35 member F5
SLC35F6	"FLJ20555|ANT2BP|TANGO9"	C2orf18	solute carrier family 35 member F6
SLC35G1	"FLJ33990|C10orf60|POST"	TMEM20	solute carrier family 35 member G1
SLC35G2	"MGC3295|DKFZp564K2464"	TMEM22	solute carrier family 35 member G2
SLC35G3	FLJ40154	"TMEM21A|AMAC1"	solute carrier family 35 member G3
SLC35G4		"AMAC1L1|SLC35G4P"	solute carrier family 35 member G4
SLC35G5		"AMAC|AMAC1L2"	solute carrier family 35 member G5
SLC35G6		"TMEM21B|AMAC1L3"	solute carrier family 35 member G6
SLC36A1	"LYAAT-1|PAT1|TRAMD3"		solute carrier family 36 member 1
SLC36A2	"PAT2|tramdorin|TRAMD1"		solute carrier family 36 member 2
SLC36A3	"PAT3|TRAMD2|tramdorin2"		solute carrier family 36 member 3
SLC36A4	"PAT4|FLJ38932"		solute carrier family 36 member 4
SLC37A1	SPX1		solute carrier family 37 member 1
SLC37A2	"FLJ00171|SPX2"		solute carrier family 37 member 2
SLC37A3	"DKFZp761N0624|SPX3"		solute carrier family 37 member 3
SLC37A4	"GSD1b|GSD1c|GSD1d|G6PT|SPX4"	"G6PT1|G6PT2|G6PT3"	solute carrier family 37 member 4
SLC38A1	"ATA1|NAT2|SAT1|SNAT1"		solute carrier family 38 member 1
SLC38A2	"SAT2|ATA2|KIAA1382|SNAT2"		solute carrier family 38 member 2
SLC38A2-AS1			SLC38A2 antisense RNA 1
SLC38A3	"G17|SN1|SNAT3"		solute carrier family 38 member 3
SLC38A4	"PAAT|NAT3|ATA3|SNAT4"		solute carrier family 38 member 4
SLC38A4-AS1			SLC38A4 antisense RNA 1
SLC38A5	"SN2|JM24|SNAT5"		solute carrier family 38 member 5
SLC38A6	"NAT-1|SNAT6"		solute carrier family 38 member 6
SLC38A7	"FLJ10815|SNAT7"		solute carrier family 38 member 7
SLC38A8	SNAT8		solute carrier family 38 member 8
SLC38A9	"FLJ90709|SNAT9"		solute carrier family 38 member 9
SLC38A10	"MGC15523|PP1744|SNAT10"		solute carrier family 38 member 10
SLC38A11	"FLJ39822|AVT2"		solute carrier family 38 member 11
SLC39A1	ZIP1	ZIRTL	solute carrier family 39 member 1
SLC39A1P1			SLC39A1 pseudogene 1
SLC39A2	ZIP2		solute carrier family 39 member 2
SLC39A3	ZIP3		solute carrier family 39 member 3
SLC39A4	"ZIP4|ZIP-4|AWMS2"	AEZ	solute carrier family 39 member 4
SLC39A5	ZIP5		solute carrier family 39 member 5
SLC39A6	"LIV-1|ZIP6"		solute carrier family 39 member 6
SLC39A7	"H2-KE4|D6S2244E|KE4|RING5|ZIP7"	HKE4	solute carrier family 39 member 7
SLC39A8	"BIGM103|ZIP8|ZIP-8"		solute carrier family 39 member 8
SLC39A9	"FLJ11274|ZIP9"		solute carrier family 39 member 9
SLC39A10	"KIAA1265|FLJ90515|DKFZp564L2123|ZIP10"		solute carrier family 39 member 10
SLC39A11	ZIP11	C17orf26	solute carrier family 39 member 11
SLC39A12	"FLJ30499|ZIP12"		solute carrier family 39 member 12
SLC39A12-AS1			SLC39A12 antisense RNA 1
SLC39A13	"FLJ25785|LZT-Hs9|ZIP13|ZIP-13"		solute carrier family 39 member 13
SLC39A13-AS1	AC090559.1		SLC39A13 antisense RNA 1
SLC39A14	"KIAA0062|NET34|ZIP14|ZIP-14"		solute carrier family 39 member 14
SLC40A1	"MTP1|IREG1|FPN1|HFE4|FPN"	SLC11A3	solute carrier family 40 member 1
SLC41A1	MgtE		solute carrier family 41 member 1
SLC41A2	DKFZP434K0427		solute carrier family 41 member 2
SLC41A3	FLJ20473		solute carrier family 41 member 3
SLC41A3-AS1			SLC41A3 antisense RNA 1
SLC43A1	"R00504|PB39"	POV1	solute carrier family 43 member 1
SLC43A2	MGC34680		solute carrier family 43 member 2
SLC43A3	"SEEEG-1|Eeg1|DKFZp762A227|FOAP-13|PRO1659"		solute carrier family 43 member 3
SLC44A1	"CTL1|CHTL1|CD92"	CDW92	solute carrier family 44 member 1
SLC44A2	CTL2		solute carrier family 44 member 2 (CTL2 blood group)
SLC44A3	"MGC45474|CTL3"		solute carrier family 44 member 3
SLC44A3-AS1		LINC01057	SLC44A3 antisense RNA 1
SLC44A3P1			SLC44A3 pseudogene 1
SLC44A4	"NG22|CTL4|FLJ14491|TPPT|DFNA72"	C6orf29	solute carrier family 44 member 4
SLC44A5	"MGC34032|CTL5"		solute carrier family 44 member 5
SLC45A1		DNB5	solute carrier family 45 member 1
SLC45A2	"AIM-1|OCA4"	MATP	solute carrier family 45 member 2
SLC45A3	"IPCA-6|prostein|IPCA-2|IPCA-8"	"PCANAP6|PCANAP2|PCANAP8"	solute carrier family 45 member 3
SLC45A4	KIAA1126		solute carrier family 45 member 4
SLC45A4-AS1			SLC45A4 antisense RNA 1
SLC46A1	"HCP1|MGC9564|PCFT|HsPCFT|hPCFT"		solute carrier family 46 member 1
SLC46A2	Ly110	TSCOT	solute carrier family 46 member 2
SLC46A2-AS1	AL139041.1		SLC46A2 antisense RNA 1
SLC46A3	"DKFZp686A1775|FLJ42613"		solute carrier family 46 member 3
SLC47A1	"FLJ10847|MATE1"		solute carrier family 47 member 1
SLC47A1P1			SLC47A1 pseudogene 1
SLC47A1P2			SLC47A1 pseudogene 2
SLC47A2	"FLJ31196|MATE2|MATE2-K"		solute carrier family 47 member 2
SLC48A1	"FLJ20489|hHRG-1|HRG1"		solute carrier family 48 member 1
SLC49A3	"FLJ22269|LP2561"	MFSD7	solute carrier family 49 member 3
SLC49A4	"FLJ14784|RCC4"	DIRC2	solute carrier family 49 member 4
SLC50A1	"SCP|RP11-540D14.5|slv|RZPDo834D038D|HsSWEET1|SWEET1"	RAG1AP1	solute carrier family 50 member 1
SLC51A	"OSTalpha|SLC51A1"		solute carrier family 51 member A
SLC51B	"OSTbeta|SLC51A1BP"		SLC51 subunit beta
SLC52A1	"FLJ10060|GPCR42|PAR2|hRFT1|RFVT1"	GPR172B	solute carrier family 52 member 1
SLC52A2	"FLJ11856|PAR1|GPCR41|D15Ertd747e|RFVT2|hRFT3|RFT3|HuPAR-1"	GPR172A	solute carrier family 52 member 2
SLC52A3	"bA371L19.1|hRFT2|RFVT3|RFT2"	C20orf54	solute carrier family 52 member 3
SLC66A1	"FLJ20320|LAAT-1|LAAT1"	PQLC2	solute carrier family 66 member 1
SLC66A1LP		"C3orf55|PQLC2L|SLC66A1L"	solute carrier family 66 member 1 like, pseudogene
SLC66A2	FLJ22378	PQLC1	solute carrier family 66 member 2
SLC66A2P1		PQLC1P1	SLC66A2 pseudogene 1
SLC66A2P2		PQLC1P2	SLC66A2 pseudogene 2
SLC66A3	MGC33602	"C2orf22|PQLC3"	solute carrier family 66 member 3
SLCO1A2	"OATP|OATP1A2|OATP-A"	SLC21A3	solute carrier organic anion transporter family member 1A2
SLCO1B1	"OATP-C|LST-1|OATP1B1"	SLC21A6	solute carrier organic anion transporter family member 1B1
SLCO1B3	"OATP8|OATP1B3"	SLC21A8	solute carrier organic anion transporter family member 1B3
SLCO1B3-SLCO1B7	"OATP1B3-1B7|LST-3TM12"		SLCO1B3-SLCO1B7 readthrough
SLCO1B7	"LST3|SLC21A21"		solute carrier organic anion transporter family member 1B7 (putative)
SLCO1C1	"OATP-F|OATP1C1|OATP1"	SLC21A14	solute carrier organic anion transporter family member 1C1
SLCO2A1	"PGT|OATP2A1"	"SLC21A2|MATR1"	solute carrier organic anion transporter family member 2A1
SLCO2B1	"OATP-B|OATP2B1"	SLC21A9	solute carrier organic anion transporter family member 2B1
SLCO3A1	"OATP-D|OATP3A1"	SLC21A11	solute carrier organic anion transporter family member 3A1
SLCO4A1	"OATP-E|OATP4A1"	SLC21A12	solute carrier organic anion transporter family member 4A1
SLCO4A1-AS1			SLCO4A1 antisense RNA 1
SLCO4A1-AS2			SLCO4A1 antisense RNA 2
SLCO4C1	"SLC21A20|OATP4C1|OATPX|OATP-H"		solute carrier organic anion transporter family member 4C1
SLCO5A1	"OATPRP4|OATP-J|OATP5A1"	SLC21A15	solute carrier organic anion transporter family member 5A1
SLCO5A1-AS1			SLCO5A1 antisense RNA 1
SLCO6A1	"OATP6A1|OATPY|MGC26949|CT48"		solute carrier organic anion transporter family member 6A1
SLEAR	FLJ42969		STAT1 regulated ILF2 complex interacting lncRNA
SLF1	"DKFZp761C121|DKFZp564C0469|BRCTx"	"BRCTD1|ANKRD32"	SMC5-SMC6 complex localization factor 1
SLF2	"FLJ10512|FLJ25012"	"C10orf6|FAM178A"	SMC5-SMC6 complex localization factor 2
SLFN5	MGC19764		schlafen family member 5
SLFN11	FLJ34922		schlafen family member 11
SLFN12	FLJ10260		schlafen family member 12
SLFN12L			schlafen family member 12 like
SLFN13	FLJ31952		schlafen family member 13
SLFN14			schlafen family member 14
SLFNL1	FLJ23878		schlafen like 1
SLFNL1-AS1			SLFNL1 antisense RNA 1
SLIRP	DC50	C14orf156	SRA stem-loop interacting RNA binding protein
SLIRPP1			SLIRP. pseudogene 1
SLIRPP2			SLIRP. pseudogene 2
SLIT1	"MEGF4|Slit-1|SLIT3"	SLIL1	slit guidance ligand 1
